br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br,brbg,brbg,brbg,brbg,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,br,br,br,br
br,brbg,brbg,br,br,br,br,br,br,br,br,br,br,brbg,brbg,br,br,br,br,brbg,brbg,br,br,br,br,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br
br,brbg,brbg,br,br,br,br,br,br,br,br,br,br,brbg,brbg,br,br,br,br,brbg,brbg,br,br,br,br,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br
br,brbg,brbg,br,br,brbg,brbg,brbg,brbg,brbg,brbg,br,br,brbg,brbg,br,br,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br
br,brbg,brbg,br,br,brbg,brbg,brbg,brbg,brbg,brbg,br,br,brbg,brbg,br,br,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br
br,brbg,brbg,br,br,brbg,brbg,br,br,br,br,br,br,brbg,brbg,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,br,br,br,br
br,brbg,brbg,br,br,brbg,brbg,br,br,br,br,br,br,brbg,brbg,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br
br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br
br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br
,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br
,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br
br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br
br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br
br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,br,br,br,br,br,br,br,br,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br
br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,br,br,br,br,br,br,br,br,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br
br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,br,br,br,br,br,br,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br
br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br,br,br,br,br,br,br,br,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br,br,br,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br
br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br,br,br,br,br,brbg,brbg,brbg,brbg,brbg,brbg,br,br,brbg,brbg,br,br,brbg,brbg,br
br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br,br,br,br,br,brbg,brbg,brbg,brbg,brbg,brbg,br,br,brbg,eb,br,br,brbg,brbg,br
br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br
